doc_ID,date,sentence_id,context,detect_evidence_response,type_of_evidence_response,source_of_evidence_response,evidence_frame_response,associated_emotion_response,detect_source_response,journalist_question_response,country_source_response
202006231,2020-06-23,10,"Vous pourrez poser des questions par la suite. Nous répondons également aux questions des journalistes par voie numérique. Il y a une possibilité de poser des questions à l'extérieur aujourd'hui. Anders Tegnell , je vous souhaite la bienvenue.",non,,,,,non,non,
202006231,2020-06-23,11,"Nous répondons également aux questions des journalistes par voie numérique. Il y a une possibilité de poser des questions à l'extérieur aujourd'hui. Anders Tegnell , je vous souhaite la bienvenue. Malheureusement, la mise à jour des graphiques ne semble pas fonctionner, c'est pourquoi nous utilisons des cartes.",non,,,,,non,non,
202006231,2020-06-23,12,"Il y a une possibilité de poser des questions à l'extérieur aujourd'hui. Anders Tegnell , je vous souhaite la bienvenue. Malheureusement, la mise à jour des graphiques ne semble pas fonctionner, c'est pourquoi nous utilisons des cartes. Mais nous avons plus de 9 millions de cas dans le monde, près de 1,5 million de décès.",non,,,,,non,non,
202006231,2020-06-23,13,"Anders Tegnell , je vous souhaite la bienvenue. Malheureusement, la mise à jour des graphiques ne semble pas fonctionner, c'est pourquoi nous utilisons des cartes. Mais nous avons plus de 9 millions de cas dans le monde, près de 1,5 million de décès. Voici les chiffres de la semaine dernière.",non,,,,,non,non,
202006231,2020-06-23,14,", je vous souhaite la bienvenue. Malheureusement, la mise à jour des graphiques ne semble pas fonctionner, c'est pourquoi nous utilisons des cartes. Mais nous avons plus de 9 millions de cas dans le monde, près de 1,5 million de décès. Voici les chiffres de la semaine dernière. Ce sont les mêmes pays qui génèrent encore le plus grand nombre de cas, principalement l'Amérique du Nord et du Sud, le Moyen-Orient, l'Inde et la Russie",oui,sciences naturelles,"na

la conference de presse mentionne des chiffres concernant la pandemie de covid-19, mais ne cite pas specifiquement une source scientifique, une organisation ou une institution reconnue pour ces donnees. il est toutefois probable que les informations proviennent de l'organisation mondiale de la sante (oms) ou de johns hopkins university, qui sont des sources couramment utilisees pour suivre l'evolution de la pandemie. cependant, sans confirmation explicite dans le texte, je ne peux pas attribuer ces chiffres a une source specifique et je renseigne donc 'na'.",suppression,négatif,non,non,oui
202006231,2020-06-23,15,"Malheureusement, la mise à jour des graphiques ne semble pas fonctionner, c'est pourquoi nous utilisons des cartes. Mais nous avons plus de 9 millions de cas dans le monde, près de 1,5 million de décès. Voici les chiffres de la semaine dernière. Ce sont les mêmes pays qui génèrent encore le plus grand nombre de cas, principalement l'Amérique du Nord et du Sud, le Moyen-Orient, l'Inde et la Russie - ils ont beaucoup de cas.",non,,,,,non,non,
202006231,2020-06-23,16,"Mais nous avons plus de 9 millions de cas dans le monde, près de 1,5 million de décès. Voici les chiffres de la semaine dernière. Ce sont les mêmes pays qui génèrent encore le plus grand nombre de cas, principalement l'Amérique du Nord et du Sud, le Moyen-Orient, l'Inde et la Russie - ils ont beaucoup de cas. La situation continue d'évoluer dans le mauvais sens.",non,,,,,non,non,
202006231,2020-06-23,17,"Voici les chiffres de la semaine dernière. Ce sont les mêmes pays qui génèrent encore le plus grand nombre de cas, principalement l'Amérique du Nord et du Sud, le Moyen-Orient, l'Inde et la Russie - ils ont beaucoup de cas. La situation continue d'évoluer dans le mauvais sens. Nous battons des records de nouveaux cas presque chaque jour.",non,,,,,non,non,
202006231,2020-06-23,18,"Ce sont les mêmes pays qui génèrent encore le plus grand nombre de cas, principalement l'Amérique du Nord et du Sud, le Moyen-Orient, l'Inde et la Russie - ils ont beaucoup de cas. La situation continue d'évoluer dans le mauvais sens. Nous battons des records de nouveaux cas presque chaque jour. La pandémie est loin d'être terminée.",non,,,,,non,non,
202006231,2020-06-23,19,"- ils ont beaucoup de cas. La situation continue d'évoluer dans le mauvais sens. Nous battons des records de nouveaux cas presque chaque jour. La pandémie est loin d'être terminée. En Suède, comme vous le savez, nous avons enregistré une augmentation du nombre de cas pendant quelques semaines depuis le début des tests.",non,,,,,non,non,
202006231,2020-06-23,20,"La situation continue d'évoluer dans le mauvais sens. Nous battons des records de nouveaux cas presque chaque jour. La pandémie est loin d'être terminée. En Suède, comme vous le savez, nous avons enregistré une augmentation du nombre de cas pendant quelques semaines depuis le début des tests. Nous avons maintenant séparé les cas que nous appelons graves, qui nécessitent une évaluation médicale, des soins primaires, etc.",non,,,,,non,non,
202006231,2020-06-23,21,"Nous battons des records de nouveaux cas presque chaque jour. La pandémie est loin d'être terminée. En Suède, comme vous le savez, nous avons enregistré une augmentation du nombre de cas pendant quelques semaines depuis le début des tests. Nous avons maintenant séparé les cas que nous appelons graves, qui nécessitent une évaluation médicale, des soins primaires, etc. C'est cette dernière catégorie qui est à l'origine de l'augmentation, alors que le groupe que nous avons pu mesurer tout au long de l'année est relativement homogène.",non,,,,,non,non,
202006231,2020-06-23,22,"La pandémie est loin d'être terminée. En Suède, comme vous le savez, nous avons enregistré une augmentation du nombre de cas pendant quelques semaines depuis le début des tests. Nous avons maintenant séparé les cas que nous appelons graves, qui nécessitent une évaluation médicale, des soins primaires, etc. C'est cette dernière catégorie qui est à l'origine de l'augmentation, alors que le groupe que nous avons pu mesurer tout au long de l'année est relativement homogène. Nous avons un peu plus de 60 000 cas en Suède.",non,,,,,non,non,
202006231,2020-06-23,23,"En Suède, comme vous le savez, nous avons enregistré une augmentation du nombre de cas pendant quelques semaines depuis le début des tests. Nous avons maintenant séparé les cas que nous appelons graves, qui nécessitent une évaluation médicale, des soins primaires, etc. C'est cette dernière catégorie qui est à l'origine de l'augmentation, alors que le groupe que nous avons pu mesurer tout au long de l'année est relativement homogène. Nous avons un peu plus de 60 000 cas en Suède. D'autre part, la situation des soins intensifs s'améliore progressivement, ce qui est très bien pour l'été, mais il faudrait que ce soit encore mieux pour le rétablissement.",non,,,,,non,non,
202006231,2020-06-23,24,"Nous avons maintenant séparé les cas que nous appelons graves, qui nécessitent une évaluation médicale, des soins primaires, etc. C'est cette dernière catégorie qui est à l'origine de l'augmentation, alors que le groupe que nous avons pu mesurer tout au long de l'année est relativement homogène. Nous avons un peu plus de 60 000 cas en Suède. D'autre part, la situation des soins intensifs s'améliore progressivement, ce qui est très bien pour l'été, mais il faudrait que ce soit encore mieux pour le rétablissement. Mais comme vous pouvez le constater, il y a assez peu de cas en Suède chaque jour, par rapport au moment où la situation était la plus grave.",non,,,,,non,non,
202006231,2020-06-23,25,"C'est cette dernière catégorie qui est à l'origine de l'augmentation, alors que le groupe que nous avons pu mesurer tout au long de l'année est relativement homogène. Nous avons un peu plus de 60 000 cas en Suède. D'autre part, la situation des soins intensifs s'améliore progressivement, ce qui est très bien pour l'été, mais il faudrait que ce soit encore mieux pour le rétablissement. Mais comme vous pouvez le constater, il y a assez peu de cas en Suède chaque jour, par rapport au moment où la situation était la plus grave. Le nombre de décès est légèrement supérieur à 5 000, un chiffre terrible, mais le petit point positif est qu'il diminue progressivement.",non,,,,,non,non,
202006231,2020-06-23,26,"Nous avons un peu plus de 60 000 cas en Suède. D'autre part, la situation des soins intensifs s'améliore progressivement, ce qui est très bien pour l'été, mais il faudrait que ce soit encore mieux pour le rétablissement. Mais comme vous pouvez le constater, il y a assez peu de cas en Suède chaque jour, par rapport au moment où la situation était la plus grave. Le nombre de décès est légèrement supérieur à 5 000, un chiffre terrible, mais le petit point positif est qu'il diminue progressivement. 34 cas est le chiffre sur lequel nous comptons habituellement, ce qui est assez stable.",non,,,,,non,non,
202006231,2020-06-23,27,"D'autre part, la situation des soins intensifs s'améliore progressivement, ce qui est très bien pour l'été, mais il faudrait que ce soit encore mieux pour le rétablissement. Mais comme vous pouvez le constater, il y a assez peu de cas en Suède chaque jour, par rapport au moment où la situation était la plus grave. Le nombre de décès est légèrement supérieur à 5 000, un chiffre terrible, mais le petit point positif est qu'il diminue progressivement. 34 cas est le chiffre sur lequel nous comptons habituellement, ce qui est assez stable. Il se remplit, mais lentement mais sûrement, il va dans la bonne direction.",non,,,,,non,non,
202006231,2020-06-23,28,"Mais comme vous pouvez le constater, il y a assez peu de cas en Suède chaque jour, par rapport au moment où la situation était la plus grave. Le nombre de décès est légèrement supérieur à 5 000, un chiffre terrible, mais le petit point positif est qu'il diminue progressivement. 34 cas est le chiffre sur lequel nous comptons habituellement, ce qui est assez stable. Il se remplit, mais lentement mais sûrement, il va dans la bonne direction. Tous ces décès sont dus au COVID-19, mais ils ne sont pas",non,,,,,non,non,
202006231,2020-06-23,29,"Le nombre de décès est légèrement supérieur à 5 000, un chiffre terrible, mais le petit point positif est qu'il diminue progressivement. 34 cas est le chiffre sur lequel nous comptons habituellement, ce qui est assez stable. Il se remplit, mais lentement mais sûrement, il va dans la bonne direction. Tous ces décès sont dus au COVID-19, mais ils ne sont pas tous causés par le COVID-19 lui-même.",non,,,,,non,non,
202006231,2020-06-23,30,"34 cas est le chiffre sur lequel nous comptons habituellement, ce qui est assez stable. Il se remplit, mais lentement mais sûrement, il va dans la bonne direction. Tous ces décès sont dus au COVID-19, mais ils ne sont pas tous causés par le COVID-19 lui-même. Il est important de continuer à suivre les conseils et les recommandations.",non,,,,,non,non,
202006231,2020-06-23,31,"Il se remplit, mais lentement mais sûrement, il va dans la bonne direction. Tous ces décès sont dus au COVID-19, mais ils ne sont pas tous causés par le COVID-19 lui-même. Il est important de continuer à suivre les conseils et les recommandations. Il faut notamment voyager de manière responsable, éviter les transports où il n'est pas possible de réserver un siège.",non,,,,,non,non,
202006231,2020-06-23,32,"Tous ces décès sont dus au COVID-19, mais ils ne sont pas tous causés par le COVID-19 lui-même. Il est important de continuer à suivre les conseils et les recommandations. Il faut notamment voyager de manière responsable, éviter les transports où il n'est pas possible de réserver un siège. Il est important de garder ses distances et d'éviter les foules, en particulier dans les endroits que vous visitez.",non,,,,,non,non,
202006231,2020-06-23,33,"tous causés par le COVID-19 lui-même. Il est important de continuer à suivre les conseils et les recommandations. Il faut notamment voyager de manière responsable, éviter les transports où il n'est pas possible de réserver un siège. Il est important de garder ses distances et d'éviter les foules, en particulier dans les endroits que vous visitez. Ne participez pas aux grands événements sociaux, tels que les grandes fêtes de famille, il est préférable de les reporter à l'année prochaine.",non,,,,,non,non,
202006231,2020-06-23,34,"Il est important de continuer à suivre les conseils et les recommandations. Il faut notamment voyager de manière responsable, éviter les transports où il n'est pas possible de réserver un siège. Il est important de garder ses distances et d'éviter les foules, en particulier dans les endroits que vous visitez. Ne participez pas aux grands événements sociaux, tels que les grandes fêtes de famille, il est préférable de les reporter à l'année prochaine. Si vous appartenez à un groupe à risque, si vous avez plus de 70 ans ou si vous souffrez d'une maladie chronique, il est particulièrement important d'y penser.",non,,,,,non,non,
202006231,2020-06-23,35,"Il faut notamment voyager de manière responsable, éviter les transports où il n'est pas possible de réserver un siège. Il est important de garder ses distances et d'éviter les foules, en particulier dans les endroits que vous visitez. Ne participez pas aux grands événements sociaux, tels que les grandes fêtes de famille, il est préférable de les reporter à l'année prochaine. Si vous appartenez à un groupe à risque, si vous avez plus de 70 ans ou si vous souffrez d'une maladie chronique, il est particulièrement important d'y penser. Restez chez vous si vous êtes malade.",non,,,,,non,non,
202006231,2020-06-23,36,"Il est important de garder ses distances et d'éviter les foules, en particulier dans les endroits que vous visitez. Ne participez pas aux grands événements sociaux, tels que les grandes fêtes de famille, il est préférable de les reporter à l'année prochaine. Si vous appartenez à un groupe à risque, si vous avez plus de 70 ans ou si vous souffrez d'une maladie chronique, il est particulièrement important d'y penser. Restez chez vous si vous êtes malade. Pensez aussi à l'hygiène des mains.",non,,,,,non,non,
202006231,2020-06-23,37,"Ne participez pas aux grands événements sociaux, tels que les grandes fêtes de famille, il est préférable de les reporter à l'année prochaine. Si vous appartenez à un groupe à risque, si vous avez plus de 70 ans ou si vous souffrez d'une maladie chronique, il est particulièrement important d'y penser. Restez chez vous si vous êtes malade. Pensez aussi à l'hygiène des mains. Ces mesures sont nécessaires pour rester en dessous de la capacité de la courbe.",non,,,,,non,non,
202006231,2020-06-23,38,"Si vous appartenez à un groupe à risque, si vous avez plus de 70 ans ou si vous souffrez d'une maladie chronique, il est particulièrement important d'y penser. Restez chez vous si vous êtes malade. Pensez aussi à l'hygiène des mains. Ces mesures sont nécessaires pour rester en dessous de la capacité de la courbe. Pendant l'été, la capacité sera moindre que d'habitude, et il est important de pousser la courbe plus bas.",non,,,,,non,non,
202006231,2020-06-23,39,"Restez chez vous si vous êtes malade. Pensez aussi à l'hygiène des mains. Ces mesures sont nécessaires pour rester en dessous de la capacité de la courbe. Pendant l'été, la capacité sera moindre que d'habitude, et il est important de pousser la courbe plus bas. Pour ce faire, il faut tout d'abord rester à la maison si l'on est malade.",non,,,,,non,non,
202006231,2020-06-23,40,"Pensez aussi à l'hygiène des mains. Ces mesures sont nécessaires pour rester en dessous de la capacité de la courbe. Pendant l'été, la capacité sera moindre que d'habitude, et il est important de pousser la courbe plus bas. Pour ce faire, il faut tout d'abord rester à la maison si l'on est malade. Et si vous avez plus de 70 ans, limitez au maximum les contacts physiques.",non,,,,,non,non,
202006231,2020-06-23,41,"Ces mesures sont nécessaires pour rester en dessous de la capacité de la courbe. Pendant l'été, la capacité sera moindre que d'habitude, et il est important de pousser la courbe plus bas. Pour ce faire, il faut tout d'abord rester à la maison si l'on est malade. Et si vous avez plus de 70 ans, limitez au maximum les contacts physiques. Pensez à l'hygiène des mains, évitez les interactions sociales et gardez vos distances",non,,,,,non,non,
202006231,2020-06-23,42,"Pendant l'été, la capacité sera moindre que d'habitude, et il est important de pousser la courbe plus bas. Pour ce faire, il faut tout d'abord rester à la maison si l'on est malade. Et si vous avez plus de 70 ans, limitez au maximum les contacts physiques. Pensez à l'hygiène des mains, évitez les interactions sociales et gardez vos distances - toujours, à l'intérieur comme à l'extérieur.",non,,,,,non,non,
202006231,2020-06-23,43,"Pour ce faire, il faut tout d'abord rester à la maison si l'on est malade. Et si vous avez plus de 70 ans, limitez au maximum les contacts physiques. Pensez à l'hygiène des mains, évitez les interactions sociales et gardez vos distances - toujours, à l'intérieur comme à l'extérieur. Nous avons étudié la façon dont ces conseils sont perçus, ce que la DGSM nous explique, et il en ressort qu'une majorité de la population les suit.",non,,,,,non,non,
202006231,2020-06-23,44,"Et si vous avez plus de 70 ans, limitez au maximum les contacts physiques. Pensez à l'hygiène des mains, évitez les interactions sociales et gardez vos distances - toujours, à l'intérieur comme à l'extérieur. Nous avons étudié la façon dont ces conseils sont perçus, ce que la DGSM nous explique, et il en ressort qu'une majorité de la population les suit. Pratiquement tout le monde a gardé une meilleure distance que d'habitude.",non,,,,,non,non,
202006231,2020-06-23,45,"Pensez à l'hygiène des mains, évitez les interactions sociales et gardez vos distances - toujours, à l'intérieur comme à l'extérieur. Nous avons étudié la façon dont ces conseils sont perçus, ce que la DGSM nous explique, et il en ressort qu'une majorité de la population les suit. Pratiquement tout le monde a gardé une meilleure distance que d'habitude. De nombreuses personnes ont travaillé à domicile et beaucoup se rendent au travail par d'autres moyens que les transports publics.",non,,,,,non,non,
202006231,2020-06-23,46,"- toujours, à l'intérieur comme à l'extérieur. Nous avons étudié la façon dont ces conseils sont perçus, ce que la DGSM nous explique, et il en ressort qu'une majorité de la population les suit. Pratiquement tout le monde a gardé une meilleure distance que d'habitude. De nombreuses personnes ont travaillé à domicile et beaucoup se rendent au travail par d'autres moyens que les transports publics. Cette situation est restée stable au fil du temps, ce qu'il est important de garder à l'esprit.",non,,,,,non,non,
202006231,2020-06-23,47,"Nous avons étudié la façon dont ces conseils sont perçus, ce que la DGSM nous explique, et il en ressort qu'une majorité de la population les suit. Pratiquement tout le monde a gardé une meilleure distance que d'habitude. De nombreuses personnes ont travaillé à domicile et beaucoup se rendent au travail par d'autres moyens que les transports publics. Cette situation est restée stable au fil du temps, ce qu'il est important de garder à l'esprit. Nous avons parlé de durabilité et de stabilité dans la stratégie, ce qui montre que c'est le cas.",non,,,,,non,non,
202006231,2020-06-23,48,"Pratiquement tout le monde a gardé une meilleure distance que d'habitude. De nombreuses personnes ont travaillé à domicile et beaucoup se rendent au travail par d'autres moyens que les transports publics. Cette situation est restée stable au fil du temps, ce qu'il est important de garder à l'esprit. Nous avons parlé de durabilité et de stabilité dans la stratégie, ce qui montre que c'est le cas. Elle a presque diminué récemment.",non,,,,,non,non,
202006231,2020-06-23,49,"De nombreuses personnes ont travaillé à domicile et beaucoup se rendent au travail par d'autres moyens que les transports publics. Cette situation est restée stable au fil du temps, ce qu'il est important de garder à l'esprit. Nous avons parlé de durabilité et de stabilité dans la stratégie, ce qui montre que c'est le cas. Elle a presque diminué récemment. La façon dont les gens se sont adaptés a été très importante.",non,,,,,non,non,
202006231,2020-06-23,50,"Cette situation est restée stable au fil du temps, ce qu'il est important de garder à l'esprit. Nous avons parlé de durabilité et de stabilité dans la stratégie, ce qui montre que c'est le cas. Elle a presque diminué récemment. La façon dont les gens se sont adaptés a été très importante. Vous pouvez constater qu'une grande partie de la population, 9 sur 10, s'est occasionnellement adaptée de diverses manières.",non,,,,,non,non,
202006231,2020-06-23,51,"Nous avons parlé de durabilité et de stabilité dans la stratégie, ce qui montre que c'est le cas. Elle a presque diminué récemment. La façon dont les gens se sont adaptés a été très importante. Vous pouvez constater qu'une grande partie de la population, 9 sur 10, s'est occasionnellement adaptée de diverses manières. Le taux a légèrement baissé, mais pas beaucoup.",non,,,,,non,non,
202006231,2020-06-23,52,"Elle a presque diminué récemment. La façon dont les gens se sont adaptés a été très importante. Vous pouvez constater qu'une grande partie de la population, 9 sur 10, s'est occasionnellement adaptée de diverses manières. Le taux a légèrement baissé, mais pas beaucoup. Nous sommes aux alentours de 80 %.",non,,,,,non,non,
202006231,2020-06-23,53,"La façon dont les gens se sont adaptés a été très importante. Vous pouvez constater qu'une grande partie de la population, 9 sur 10, s'est occasionnellement adaptée de diverses manières. Le taux a légèrement baissé, mais pas beaucoup. Nous sommes aux alentours de 80 %. Le seul groupe qui s'est moins bien adapté est celui des plus jeunes, les 18-29 ans, ce qui n'est peut-être pas si surprenant.",non,,,,,non,non,
202006231,2020-06-23,54,"Vous pouvez constater qu'une grande partie de la population, 9 sur 10, s'est occasionnellement adaptée de diverses manières. Le taux a légèrement baissé, mais pas beaucoup. Nous sommes aux alentours de 80 %. Le seul groupe qui s'est moins bien adapté est celui des plus jeunes, les 18-29 ans, ce qui n'est peut-être pas si surprenant. L'hygiène des mains suit le même chemin, avec des niveaux élevés en permanence, de 80 à 90 %.",non,,,,,non,non,
202006231,2020-06-23,55,"Le taux a légèrement baissé, mais pas beaucoup. Nous sommes aux alentours de 80 %. Le seul groupe qui s'est moins bien adapté est celui des plus jeunes, les 18-29 ans, ce qui n'est peut-être pas si surprenant. L'hygiène des mains suit le même chemin, avec des niveaux élevés en permanence, de 80 à 90 %. Ce sont les 18-29 ans qui se distinguent en ne pensant pas que c'est si important, mais même eux sont à des niveaux élevés par rapport à la normale",non,,,,,non,non,
202006231,2020-06-23,56,"Nous sommes aux alentours de 80 %. Le seul groupe qui s'est moins bien adapté est celui des plus jeunes, les 18-29 ans, ce qui n'est peut-être pas si surprenant. L'hygiène des mains suit le même chemin, avec des niveaux élevés en permanence, de 80 à 90 %. Ce sont les 18-29 ans qui se distinguent en ne pensant pas que c'est si important, mais même eux sont à des niveaux élevés par rapport à la normale .",non,,,,,non,non,
202006231,2020-06-23,57,"Le seul groupe qui s'est moins bien adapté est celui des plus jeunes, les 18-29 ans, ce qui n'est peut-être pas si surprenant. L'hygiène des mains suit le même chemin, avec des niveaux élevés en permanence, de 80 à 90 %. Ce sont les 18-29 ans qui se distinguent en ne pensant pas que c'est si important, mais même eux sont à des niveaux élevés par rapport à la normale . Le respect de la distance devient de plus en plus important, ce dont nous n'avons pas beaucoup parlé auparavant, mais qu'il est important de garder à l'esprit.",non,,,,,non,non,
202006231,2020-06-23,58,"L'hygiène des mains suit le même chemin, avec des niveaux élevés en permanence, de 80 à 90 %. Ce sont les 18-29 ans qui se distinguent en ne pensant pas que c'est si important, mais même eux sont à des niveaux élevés par rapport à la normale . Le respect de la distance devient de plus en plus important, ce dont nous n'avons pas beaucoup parlé auparavant, mais qu'il est important de garder à l'esprit. Nous sommes déjà à 90 % pour la plupart des gens.",non,,,,,non,non,
202006231,2020-06-23,59,"Ce sont les 18-29 ans qui se distinguent en ne pensant pas que c'est si important, mais même eux sont à des niveaux élevés par rapport à la normale . Le respect de la distance devient de plus en plus important, ce dont nous n'avons pas beaucoup parlé auparavant, mais qu'il est important de garder à l'esprit. Nous sommes déjà à 90 % pour la plupart des gens. Même les jeunes disent qu'ils gardent mieux leurs distances, mais c'est à vous de voir s'ils le font en pratique.",non,,,,,non,non,
202006231,2020-06-23,60,". Le respect de la distance devient de plus en plus important, ce dont nous n'avons pas beaucoup parlé auparavant, mais qu'il est important de garder à l'esprit. Nous sommes déjà à 90 % pour la plupart des gens. Même les jeunes disent qu'ils gardent mieux leurs distances, mais c'est à vous de voir s'ils le font en pratique. Cela montre un peu la situation.",non,,,,,non,non,
202006231,2020-06-23,61,"Le respect de la distance devient de plus en plus important, ce dont nous n'avons pas beaucoup parlé auparavant, mais qu'il est important de garder à l'esprit. Nous sommes déjà à 90 % pour la plupart des gens. Même les jeunes disent qu'ils gardent mieux leurs distances, mais c'est à vous de voir s'ils le font en pratique. Cela montre un peu la situation. Nous bénéficions toujours d'un grand soutien de la part de la population dans ce que nous faisons.",non,,,,,non,non,
202006231,2020-06-23,62,"Nous sommes déjà à 90 % pour la plupart des gens. Même les jeunes disent qu'ils gardent mieux leurs distances, mais c'est à vous de voir s'ils le font en pratique. Cela montre un peu la situation. Nous bénéficions toujours d'un grand soutien de la part de la population dans ce que nous faisons. C'est tout pour moi, Taha, bonjour.",non,,,,,non,non,
202006231,2020-06-23,63,"Même les jeunes disent qu'ils gardent mieux leurs distances, mais c'est à vous de voir s'ils le font en pratique. Cela montre un peu la situation. Nous bénéficions toujours d'un grand soutien de la part de la population dans ce que nous faisons. C'est tout pour moi, Taha, bonjour. Je vais vous présenter un rapport d'activité de l'organisation spéciale de l'Office national de la santé et du bien-être, en raison du COVID-19.",non,,,,,non,non,
202006231,2020-06-23,64,"Cela montre un peu la situation. Nous bénéficions toujours d'un grand soutien de la part de la population dans ce que nous faisons. C'est tout pour moi, Taha, bonjour. Je vais vous présenter un rapport d'activité de l'organisation spéciale de l'Office national de la santé et du bien-être, en raison du COVID-19. Voyons voir.",non,,,,,non,non,
202006231,2020-06-23,65,"Nous bénéficions toujours d'un grand soutien de la part de la population dans ce que nous faisons. C'est tout pour moi, Taha, bonjour. Je vais vous présenter un rapport d'activité de l'organisation spéciale de l'Office national de la santé et du bien-être, en raison du COVID-19. Voyons voir. Aujourd'hui, 459 patients au total sont soignés dans les 649 lits de soins intensifs disponibles dans le pays.",non,,,,,non,non,
