doc_ID,date,sentence_id,context,detect_evidence_response,type_of_evidence_response,source_of_evidence_response,evidence_frame_response,associated_emotion_response,detect_source_response,journalist_question_response,country_source,country_source_response
202109281q,2021-09-28,11,"À vous la parole, messieurs. Dubé : Bonjour, tout le monde. Alors, peut-être commencer par quelques mots sur la situation épidémiologique, parce qu'on l'a vu dans les derniers jours, on s'en est tous rendu compte, puis on pense que c'est quand même une bonne nouvelle, on a atteint un certain plateau. Vous allez voir encore avec les résultats, là, on le voit. Et nos experts en santé… Donc, ce matin, il y a eu une publication de nos gens de l'INSPQ qui montre aussi une stabilisation du côté des hospitalisations.",oui,sciences naturelles,"la source mentionnee dans cet extrait de conference de presse est l'institut national de sante publique du quebec (inspq). il s'agit d'une organisation reconnue pour ses expertises en matiere de sante publique au quebec, canada. les renseignements fournis dans la declaration concernent la situation epidemiologique de la covid-19 et font reference a une publication specifique de l'inspq mentionnant une stabilisation du nombre d'hospitalisations.",mitigation,négatif,oui,non,,oui
202109281q,2021-09-28,12,"Dubé : Bonjour, tout le monde. Alors, peut-être commencer par quelques mots sur la situation épidémiologique, parce qu'on l'a vu dans les derniers jours, on s'en est tous rendu compte, puis on pense que c'est quand même une bonne nouvelle, on a atteint un certain plateau. Vous allez voir encore avec les résultats, là, on le voit. Et nos experts en santé… Donc, ce matin, il y a eu une publication de nos gens de l'INSPQ qui montre aussi une stabilisation du côté des hospitalisations. Encore une fois, je pense que c'est une bonne nouvelle.",non,,"la source mentionnee dans cet extrait de conference de presse est l'institut national de sante publique du quebec (inspq). il s'agit d'une organisation reconnue pour ses expertises en matiere de sante publique au quebec, canada. l'orateur, horacio arruda dube, fait reference a une publication specifique de l'inspq qui montre une stabilisation du nombre d'hospitalisations liees a la covid-19.",,négatif,oui,non,,NA
202109281q,2021-09-28,13,"Alors, peut-être commencer par quelques mots sur la situation épidémiologique, parce qu'on l'a vu dans les derniers jours, on s'en est tous rendu compte, puis on pense que c'est quand même une bonne nouvelle, on a atteint un certain plateau. Vous allez voir encore avec les résultats, là, on le voit. Et nos experts en santé… Donc, ce matin, il y a eu une publication de nos gens de l'INSPQ qui montre aussi une stabilisation du côté des hospitalisations. Encore une fois, je pense que c'est une bonne nouvelle. Par contre, le nombre de cas, on le voit dans certaines régions, par exemple Chaudière-Appalaches, Capitale-Nationale, il y a quand même des cas qui continuent d'augmenter.",non,,"la source mentionnee dans cet extrait de conference de presse est l'inspq (institut national de sante publique du quebec). il est indique qu'il y a eu une publication de leurs ""gens"" ce matin, qui montre une stabilisation du cote des hospitalisations.",,négatif,oui,non,,NA
202109281q,2021-09-28,14,"Vous allez voir encore avec les résultats, là, on le voit. Et nos experts en santé… Donc, ce matin, il y a eu une publication de nos gens de l'INSPQ qui montre aussi une stabilisation du côté des hospitalisations. Encore une fois, je pense que c'est une bonne nouvelle. Par contre, le nombre de cas, on le voit dans certaines régions, par exemple Chaudière-Appalaches, Capitale-Nationale, il y a quand même des cas qui continuent d'augmenter. Puis le Dr Arruda me faisait remarquer aussi dans les derniers jours, là, les cas qui continuent d'augmenter dans les 0-11 ans particulièrement, parce que ceux qui ne peuvent pas être vaccinés.",non,,"la source mentionnee dans cet extrait de conference de presse est l'inspq (institut national de sante publique du quebec). il est precise qu'il y a eu une publication de leurs << gens >> ce matin-la, indiquant ainsi que l'information provient de cette institution.",,neutre,oui,non,,NA
202109281q,2021-09-28,15,"Et nos experts en santé… Donc, ce matin, il y a eu une publication de nos gens de l'INSPQ qui montre aussi une stabilisation du côté des hospitalisations. Encore une fois, je pense que c'est une bonne nouvelle. Par contre, le nombre de cas, on le voit dans certaines régions, par exemple Chaudière-Appalaches, Capitale-Nationale, il y a quand même des cas qui continuent d'augmenter. Puis le Dr Arruda me faisait remarquer aussi dans les derniers jours, là, les cas qui continuent d'augmenter dans les 0-11 ans particulièrement, parce que ceux qui ne peuvent pas être vaccinés. les cas dans les écoles.",non,,"la source mentionnee dans cet extrait de conference de presse est l'inspq (institut national de sante publique du quebec). il est specifiquement fait reference a une publication de leurs experts concernant la stabilisation des hospitalisations dues a la covid-19. de plus, le dr arruda, qui est egalement mentionne, est un expert en sante et le directeur national de sante publique du quebec.",,neutre,oui,non,,NA
202109281q,2021-09-28,16,"Encore une fois, je pense que c'est une bonne nouvelle. Par contre, le nombre de cas, on le voit dans certaines régions, par exemple Chaudière-Appalaches, Capitale-Nationale, il y a quand même des cas qui continuent d'augmenter. Puis le Dr Arruda me faisait remarquer aussi dans les derniers jours, là, les cas qui continuent d'augmenter dans les 0-11 ans particulièrement, parce que ceux qui ne peuvent pas être vaccinés. les cas dans les écoles. Et je le rappelle que les gens qui rentrent à l'hôpital sont malheureusement des gens qui tombent malades, mais c'est ceux qui ne sont pas adéquatement vaccinés.",non,,,,,non,non,,
202109281q,2021-09-28,17,"Par contre, le nombre de cas, on le voit dans certaines régions, par exemple Chaudière-Appalaches, Capitale-Nationale, il y a quand même des cas qui continuent d'augmenter. Puis le Dr Arruda me faisait remarquer aussi dans les derniers jours, là, les cas qui continuent d'augmenter dans les 0-11 ans particulièrement, parce que ceux qui ne peuvent pas être vaccinés. les cas dans les écoles. Et je le rappelle que les gens qui rentrent à l'hôpital sont malheureusement des gens qui tombent malades, mais c'est ceux qui ne sont pas adéquatement vaccinés. Par contre, je veux qu'on reste prudents, parce que je dis que c'est des bonnes nouvelles puis qu'il y a un plateau, mais on l'a vu, lors de la deuxième vague, puis… qu'on avait eu un plateau à la mi-septembre, et, après ce plateau-là, il y avait eu une augmentation importante des cas et des hospitalisations à ce moment.",non,,,,,non,non,,
202109281q,2021-09-28,18,"Puis le Dr Arruda me faisait remarquer aussi dans les derniers jours, là, les cas qui continuent d'augmenter dans les 0-11 ans particulièrement, parce que ceux qui ne peuvent pas être vaccinés. les cas dans les écoles. Et je le rappelle que les gens qui rentrent à l'hôpital sont malheureusement des gens qui tombent malades, mais c'est ceux qui ne sont pas adéquatement vaccinés. Par contre, je veux qu'on reste prudents, parce que je dis que c'est des bonnes nouvelles puis qu'il y a un plateau, mais on l'a vu, lors de la deuxième vague, puis… qu'on avait eu un plateau à la mi-septembre, et, après ce plateau-là, il y avait eu une augmentation importante des cas et des hospitalisations à ce moment. C'est très difficile de comparer la deuxième vague et la quatrième vague, mais moi, je voudrais juste qu'on reste prudents avec le plateau qu'on a en ce moment parce qu'on a une situation qui est différente.",non,,,,,non,non,,
202109281q,2021-09-28,19,"les cas dans les écoles. Et je le rappelle que les gens qui rentrent à l'hôpital sont malheureusement des gens qui tombent malades, mais c'est ceux qui ne sont pas adéquatement vaccinés. Par contre, je veux qu'on reste prudents, parce que je dis que c'est des bonnes nouvelles puis qu'il y a un plateau, mais on l'a vu, lors de la deuxième vague, puis… qu'on avait eu un plateau à la mi-septembre, et, après ce plateau-là, il y avait eu une augmentation importante des cas et des hospitalisations à ce moment. C'est très difficile de comparer la deuxième vague et la quatrième vague, mais moi, je voudrais juste qu'on reste prudents avec le plateau qu'on a en ce moment parce qu'on a une situation qui est différente. Oui, il y a la vaccination, en ce moment, qu'on n'avait pas dans la deuxième vague, mais il y a le variant qui est aussi beaucoup plus dangereux que ce qu'on avait.",non,,,,,non,non,,
202109281q,2021-09-28,20,"Et je le rappelle que les gens qui rentrent à l'hôpital sont malheureusement des gens qui tombent malades, mais c'est ceux qui ne sont pas adéquatement vaccinés. Par contre, je veux qu'on reste prudents, parce que je dis que c'est des bonnes nouvelles puis qu'il y a un plateau, mais on l'a vu, lors de la deuxième vague, puis… qu'on avait eu un plateau à la mi-septembre, et, après ce plateau-là, il y avait eu une augmentation importante des cas et des hospitalisations à ce moment. C'est très difficile de comparer la deuxième vague et la quatrième vague, mais moi, je voudrais juste qu'on reste prudents avec le plateau qu'on a en ce moment parce qu'on a une situation qui est différente. Oui, il y a la vaccination, en ce moment, qu'on n'avait pas dans la deuxième vague, mais il y a le variant qui est aussi beaucoup plus dangereux que ce qu'on avait. Et c'est d'ailleurs pour ça que je dis qu'il faut qu'on reste prudents parce que, là, on le voit, là, on est rendus à la mi-septembre, les froids vont arriver, les gens vont rentrer à l'intérieur, puis on le sait que les contacts n'ont pas le même impact lorsqu'on est à l'intérieur.",non,,,,,non,non,,
202109281q,2021-09-28,21,"Par contre, je veux qu'on reste prudents, parce que je dis que c'est des bonnes nouvelles puis qu'il y a un plateau, mais on l'a vu, lors de la deuxième vague, puis… qu'on avait eu un plateau à la mi-septembre, et, après ce plateau-là, il y avait eu une augmentation importante des cas et des hospitalisations à ce moment. C'est très difficile de comparer la deuxième vague et la quatrième vague, mais moi, je voudrais juste qu'on reste prudents avec le plateau qu'on a en ce moment parce qu'on a une situation qui est différente. Oui, il y a la vaccination, en ce moment, qu'on n'avait pas dans la deuxième vague, mais il y a le variant qui est aussi beaucoup plus dangereux que ce qu'on avait. Et c'est d'ailleurs pour ça que je dis qu'il faut qu'on reste prudents parce que, là, on le voit, là, on est rendus à la mi-septembre, les froids vont arriver, les gens vont rentrer à l'intérieur, puis on le sait que les contacts n'ont pas le même impact lorsqu'on est à l'intérieur. Donc, je veux qu'on reste prudents.",non,,,,,non,non,,
202109281q,2021-09-28,22,"C'est très difficile de comparer la deuxième vague et la quatrième vague, mais moi, je voudrais juste qu'on reste prudents avec le plateau qu'on a en ce moment parce qu'on a une situation qui est différente. Oui, il y a la vaccination, en ce moment, qu'on n'avait pas dans la deuxième vague, mais il y a le variant qui est aussi beaucoup plus dangereux que ce qu'on avait. Et c'est d'ailleurs pour ça que je dis qu'il faut qu'on reste prudents parce que, là, on le voit, là, on est rendus à la mi-septembre, les froids vont arriver, les gens vont rentrer à l'intérieur, puis on le sait que les contacts n'ont pas le même impact lorsqu'on est à l'intérieur. Donc, je veux qu'on reste prudents. La pression, pour moi, sur les hôpitaux, elle continue d'être là.",non,,,,,non,non,,
202109281q,2021-09-28,23,"Oui, il y a la vaccination, en ce moment, qu'on n'avait pas dans la deuxième vague, mais il y a le variant qui est aussi beaucoup plus dangereux que ce qu'on avait. Et c'est d'ailleurs pour ça que je dis qu'il faut qu'on reste prudents parce que, là, on le voit, là, on est rendus à la mi-septembre, les froids vont arriver, les gens vont rentrer à l'intérieur, puis on le sait que les contacts n'ont pas le même impact lorsqu'on est à l'intérieur. Donc, je veux qu'on reste prudents. La pression, pour moi, sur les hôpitaux, elle continue d'être là. Vous l'avez vu, là, ce matin, on a quand même presque une trentaine de cas supplémentaires qui sont rentrés dans les hôpitaux.",non,,,,,non,non,,
202109281q,2021-09-28,24,"Et c'est d'ailleurs pour ça que je dis qu'il faut qu'on reste prudents parce que, là, on le voit, là, on est rendus à la mi-septembre, les froids vont arriver, les gens vont rentrer à l'intérieur, puis on le sait que les contacts n'ont pas le même impact lorsqu'on est à l'intérieur. Donc, je veux qu'on reste prudents. La pression, pour moi, sur les hôpitaux, elle continue d'être là. Vous l'avez vu, là, ce matin, on a quand même presque une trentaine de cas supplémentaires qui sont rentrés dans les hôpitaux. Puis c'est à peu près une moyenne, là, qu'on voit depuis quelques jours, d'environ 25 cas, en moyenne, d'entrées.",non,,,,,non,non,,
202109281q,2021-09-28,25,"Donc, je veux qu'on reste prudents. La pression, pour moi, sur les hôpitaux, elle continue d'être là. Vous l'avez vu, là, ce matin, on a quand même presque une trentaine de cas supplémentaires qui sont rentrés dans les hôpitaux. Puis c'est à peu près une moyenne, là, qu'on voit depuis quelques jours, d'environ 25 cas, en moyenne, d'entrées. On réussit à avoir des sorties à peu près équivalentes, mais c'est quand même à chaque jour 25 cas qui viennent.",non,,,,,non,non,,
202109281q,2021-09-28,26,"La pression, pour moi, sur les hôpitaux, elle continue d'être là. Vous l'avez vu, là, ce matin, on a quand même presque une trentaine de cas supplémentaires qui sont rentrés dans les hôpitaux. Puis c'est à peu près une moyenne, là, qu'on voit depuis quelques jours, d'environ 25 cas, en moyenne, d'entrées. On réussit à avoir des sorties à peu près équivalentes, mais c'est quand même à chaque jour 25 cas qui viennent. Puis je le répète… tannant avec ça, vous êtes tannés de m'entendre, mais les non-vaccinés ont 30 fois plus de chances de rentrer à l'hôpital et, ultimement, d'aller aux soins intensifs.",non,,,,,non,non,,
202109281q,2021-09-28,27,"Vous l'avez vu, là, ce matin, on a quand même presque une trentaine de cas supplémentaires qui sont rentrés dans les hôpitaux. Puis c'est à peu près une moyenne, là, qu'on voit depuis quelques jours, d'environ 25 cas, en moyenne, d'entrées. On réussit à avoir des sorties à peu près équivalentes, mais c'est quand même à chaque jour 25 cas qui viennent. Puis je le répète… tannant avec ça, vous êtes tannés de m'entendre, mais les non-vaccinés ont 30 fois plus de chances de rentrer à l'hôpital et, ultimement, d'aller aux soins intensifs. Donc, s'il vous plaît, s'il vous plaît, allez vous faire vacciner.",non,,,,,non,non,,
202109281q,2021-09-28,28,"Puis c'est à peu près une moyenne, là, qu'on voit depuis quelques jours, d'environ 25 cas, en moyenne, d'entrées. On réussit à avoir des sorties à peu près équivalentes, mais c'est quand même à chaque jour 25 cas qui viennent. Puis je le répète… tannant avec ça, vous êtes tannés de m'entendre, mais les non-vaccinés ont 30 fois plus de chances de rentrer à l'hôpital et, ultimement, d'aller aux soins intensifs. Donc, s'il vous plaît, s'il vous plaît, allez vous faire vacciner. L'annonce d'aujourd'hui porte sur ce qu'on appelle maintenant la troisième dose.",non,,,,,non,non,,
202109281q,2021-09-28,29,"On réussit à avoir des sorties à peu près équivalentes, mais c'est quand même à chaque jour 25 cas qui viennent. Puis je le répète… tannant avec ça, vous êtes tannés de m'entendre, mais les non-vaccinés ont 30 fois plus de chances de rentrer à l'hôpital et, ultimement, d'aller aux soins intensifs. Donc, s'il vous plaît, s'il vous plaît, allez vous faire vacciner. L'annonce d'aujourd'hui porte sur ce qu'on appelle maintenant la troisième dose. L'annonce d'aujourd'hui…",oui,sciences naturelles,"na. il n'y a pas de source specifique mentionnee dans cet extrait de conference de presse concernant la pandemie de covid-19. le locuteur fait reference a des statistiques sur les taux d'hospitalisation pour les vaccines et les non-vaccines, mais ne cite pas de source precise pour ces donnees.",suppression,négatif,non,non,,NA
202109281q,2021-09-28,30,"Puis je le répète… tannant avec ça, vous êtes tannés de m'entendre, mais les non-vaccinés ont 30 fois plus de chances de rentrer à l'hôpital et, ultimement, d'aller aux soins intensifs. Donc, s'il vous plaît, s'il vous plaît, allez vous faire vacciner. L'annonce d'aujourd'hui porte sur ce qu'on appelle maintenant la troisième dose. L'annonce d'aujourd'hui… Si on regarde les dernières semaines, on voit qu'on recommence à avoir des éclosions dans ce qu'on appelle nos milieux de vie, là, puis je sais que vous connaissez bien la terminologie, là, nos CHSLD, nos résidences pour personnes âgées, nos RPA, ce qu'on appelle nos ressources intermédiaires et de type familial, les RIRTF.",oui,sciences naturelles,"na

il n'y a pas de source specifique mentionnee dans cet extrait de conference de presse concernant la pandemie de covid-19. le locuteur enonce des statistiques sur les risques lies au non-vaccinage et annonce une nouvelle dose de vaccination, sans citer aucune source ou etude a l'appui.",suppression,négatif,non,non,,NA
202109281q,2021-09-28,31,"Donc, s'il vous plaît, s'il vous plaît, allez vous faire vacciner. L'annonce d'aujourd'hui porte sur ce qu'on appelle maintenant la troisième dose. L'annonce d'aujourd'hui… Si on regarde les dernières semaines, on voit qu'on recommence à avoir des éclosions dans ce qu'on appelle nos milieux de vie, là, puis je sais que vous connaissez bien la terminologie, là, nos CHSLD, nos résidences pour personnes âgées, nos RPA, ce qu'on appelle nos ressources intermédiaires et de type familial, les RIRTF. C'est un jargon que tout le monde connaît maintenant, mais je le répète de temps en temps.",non,,,,,non,non,,
202109281q,2021-09-28,32,"L'annonce d'aujourd'hui porte sur ce qu'on appelle maintenant la troisième dose. L'annonce d'aujourd'hui… Si on regarde les dernières semaines, on voit qu'on recommence à avoir des éclosions dans ce qu'on appelle nos milieux de vie, là, puis je sais que vous connaissez bien la terminologie, là, nos CHSLD, nos résidences pour personnes âgées, nos RPA, ce qu'on appelle nos ressources intermédiaires et de type familial, les RIRTF. C'est un jargon que tout le monde connaît maintenant, mais je le répète de temps en temps. Puis je dis, malgré un excellent taux de vaccination…",non,,,,,non,non,,
202109281q,2021-09-28,33,"L'annonce d'aujourd'hui… Si on regarde les dernières semaines, on voit qu'on recommence à avoir des éclosions dans ce qu'on appelle nos milieux de vie, là, puis je sais que vous connaissez bien la terminologie, là, nos CHSLD, nos résidences pour personnes âgées, nos RPA, ce qu'on appelle nos ressources intermédiaires et de type familial, les RIRTF. C'est un jargon que tout le monde connaît maintenant, mais je le répète de temps en temps. Puis je dis, malgré un excellent taux de vaccination… Puis je ne remercierai jamais assez les Québécois d'avoir le taux de vaccination qu'on a aujourd'hui.",non,,,,,non,non,,
202109281q,2021-09-28,34,"Si on regarde les dernières semaines, on voit qu'on recommence à avoir des éclosions dans ce qu'on appelle nos milieux de vie, là, puis je sais que vous connaissez bien la terminologie, là, nos CHSLD, nos résidences pour personnes âgées, nos RPA, ce qu'on appelle nos ressources intermédiaires et de type familial, les RIRTF. C'est un jargon que tout le monde connaît maintenant, mais je le répète de temps en temps. Puis je dis, malgré un excellent taux de vaccination… Puis je ne remercierai jamais assez les Québécois d'avoir le taux de vaccination qu'on a aujourd'hui. Mais, malgré ce bon taux de vaccination là, là, dans le dernier mois, on est passés d'à peu près une dizaine de cas actifs, donc au début de septembre, puis on a maintenant 140 cas actifs dans nos CHSLD, dans nos RPA et dans nos RITF.",non,,,,,non,non,,
202109281q,2021-09-28,35,"C'est un jargon que tout le monde connaît maintenant, mais je le répète de temps en temps. Puis je dis, malgré un excellent taux de vaccination… Puis je ne remercierai jamais assez les Québécois d'avoir le taux de vaccination qu'on a aujourd'hui. Mais, malgré ce bon taux de vaccination là, là, dans le dernier mois, on est passés d'à peu près une dizaine de cas actifs, donc au début de septembre, puis on a maintenant 140 cas actifs dans nos CHSLD, dans nos RPA et dans nos RITF. Je dirais que ce n'est rien de dramatique, mais, si on veut rester en avant de la parade, si on veut être certains qu'on n'échappe pas la situation dans nos résidences de milieux de vie, il faut poser un geste.",non,,,,,non,non,,
202109281q,2021-09-28,36,"Puis je dis, malgré un excellent taux de vaccination… Puis je ne remercierai jamais assez les Québécois d'avoir le taux de vaccination qu'on a aujourd'hui. Mais, malgré ce bon taux de vaccination là, là, dans le dernier mois, on est passés d'à peu près une dizaine de cas actifs, donc au début de septembre, puis on a maintenant 140 cas actifs dans nos CHSLD, dans nos RPA et dans nos RITF. Je dirais que ce n'est rien de dramatique, mais, si on veut rester en avant de la parade, si on veut être certains qu'on n'échappe pas la situation dans nos résidences de milieux de vie, il faut poser un geste. Puis, en se basant sur les recommandations du Comité d'immunisation, la Santé publique, l'équipe du Dr Arruda a pris une décision administrative qu'on vous annonce, là, le document va être prêt cet après-midi, d'administrer une troisième dose aux gens qui sont dans ces milieux de vie là, CHSLD, RPA et RITF, parce qu'on voit qu'il pourrait y avoir une diminution de l'efficacité vaccinale après un certain temps, on l'a vu dans d'autres pays aussi, et c'est encore plus important d'agir parce que ce sont, on l'a toujours dit, des personnes qui sont beaucoup plus vulnérables.",oui,sciences naturelles,"la source mentionnee dans cet extrait de conference de presse est le ""comite d'immunisation"" et la ""sante publique"", ainsi que l'equipe du dr arruda, qui ont publie des recommandations concernant l'administration d'une troisieme dose du vaccin contre la covid-19 pour les personnes vivant dans des milieux de vie collective tels que les chsld, rpa et ritf. il n'y a pas de reference a une source scientifique specifique dans cet extrait.",suppression,neutre,oui,non,,NA
202109281q,2021-09-28,37,"Puis je ne remercierai jamais assez les Québécois d'avoir le taux de vaccination qu'on a aujourd'hui. Mais, malgré ce bon taux de vaccination là, là, dans le dernier mois, on est passés d'à peu près une dizaine de cas actifs, donc au début de septembre, puis on a maintenant 140 cas actifs dans nos CHSLD, dans nos RPA et dans nos RITF. Je dirais que ce n'est rien de dramatique, mais, si on veut rester en avant de la parade, si on veut être certains qu'on n'échappe pas la situation dans nos résidences de milieux de vie, il faut poser un geste. Puis, en se basant sur les recommandations du Comité d'immunisation, la Santé publique, l'équipe du Dr Arruda a pris une décision administrative qu'on vous annonce, là, le document va être prêt cet après-midi, d'administrer une troisième dose aux gens qui sont dans ces milieux de vie là, CHSLD, RPA et RITF, parce qu'on voit qu'il pourrait y avoir une diminution de l'efficacité vaccinale après un certain temps, on l'a vu dans d'autres pays aussi, et c'est encore plus important d'agir parce que ce sont, on l'a toujours dit, des personnes qui sont beaucoup plus vulnérables. Donc, en fait, ce qu'on veut donner à ces gens-là, c'est la meilleure immunité possible le plus rapidement possible étant donné le variant.",oui,sciences naturelles,"la source mentionnee dans cet extrait de conference de presse est le comite d'immunisation et l'equipe du dr arruda (le directeur national de sante publique du quebec). ils ont recommande d'administrer une troisieme dose de vaccin aux personnes vivant dans des milieux de vie collectivement tels que les chsld, rpa et ritf en raison d'une possible diminution de l'efficacite vaccinale a long terme.",suppression,négatif,non,non,,NA
202109281q,2021-09-28,38,"Mais, malgré ce bon taux de vaccination là, là, dans le dernier mois, on est passés d'à peu près une dizaine de cas actifs, donc au début de septembre, puis on a maintenant 140 cas actifs dans nos CHSLD, dans nos RPA et dans nos RITF. Je dirais que ce n'est rien de dramatique, mais, si on veut rester en avant de la parade, si on veut être certains qu'on n'échappe pas la situation dans nos résidences de milieux de vie, il faut poser un geste. Puis, en se basant sur les recommandations du Comité d'immunisation, la Santé publique, l'équipe du Dr Arruda a pris une décision administrative qu'on vous annonce, là, le document va être prêt cet après-midi, d'administrer une troisième dose aux gens qui sont dans ces milieux de vie là, CHSLD, RPA et RITF, parce qu'on voit qu'il pourrait y avoir une diminution de l'efficacité vaccinale après un certain temps, on l'a vu dans d'autres pays aussi, et c'est encore plus important d'agir parce que ce sont, on l'a toujours dit, des personnes qui sont beaucoup plus vulnérables. Donc, en fait, ce qu'on veut donner à ces gens-là, c'est la meilleure immunité possible le plus rapidement possible étant donné le variant. Et donc ce qu'on va faire, puis je pense que c'est.",oui,sciences naturelles,"la source mentionnee dans cet extrait de conference de presse est le ""comite d'immunisation"" et la ""sante publique, l'equipe du dr arruda"". il n'y a pas de references specifiques a des etudes ou des recherches scientifiques nommees, mais il est fait mention que la decision d'administrer une troisieme dose de vaccin aux personnes vivant dans les chsld, rpa et ritf est basee sur les recommandations du comite d'immunisation et de la sante publique.",suppression,neutre,non,non,,oui
202109281q,2021-09-28,39,"Je dirais que ce n'est rien de dramatique, mais, si on veut rester en avant de la parade, si on veut être certains qu'on n'échappe pas la situation dans nos résidences de milieux de vie, il faut poser un geste. Puis, en se basant sur les recommandations du Comité d'immunisation, la Santé publique, l'équipe du Dr Arruda a pris une décision administrative qu'on vous annonce, là, le document va être prêt cet après-midi, d'administrer une troisième dose aux gens qui sont dans ces milieux de vie là, CHSLD, RPA et RITF, parce qu'on voit qu'il pourrait y avoir une diminution de l'efficacité vaccinale après un certain temps, on l'a vu dans d'autres pays aussi, et c'est encore plus important d'agir parce que ce sont, on l'a toujours dit, des personnes qui sont beaucoup plus vulnérables. Donc, en fait, ce qu'on veut donner à ces gens-là, c'est la meilleure immunité possible le plus rapidement possible étant donné le variant. Et donc ce qu'on va faire, puis je pense que c'est. les gens vont se rappeler, on veut profiter de la campagne de vaccination qu'on fait habituellement à l'automne pour les autres virus, puis je pense notamment à la question de l'influenza.",oui,sciences naturelles,"la source mentionnee dans cet extrait de conference de presse est le ""comite d'immunisation"" et l'""equipe du dr arruda"". le comite d'immunisation est probablement le comite sur l'immunisation du quebec, qui fournit des recommandations en matiere de vaccination au gouvernement quebecois. l'equipe du dr arruda fait reference a l'equipe de sante publique dirigee par le directeur national de la sante publique du quebec, horacio arruda.",suppression,négatif,non,non,,oui
