doc_ID,date,sentence_id,context
202202011q,2022-02-01,36,"Il faut trouver le moyen, puis il y a de la place, il y a des vaccinateurs de disponibles, il y a des doses de disponibles, il faut absolument, pour assurer une meilleure couverture vaccinale, augmenter ce 61 %. Bon, maintenant, je veux m'adresser aux personnes qui n'ont pas été chercher leur première dose. Je veux d'abord vous dire que je comprends que certaines personnes ne voient pas ça d'un bon oeil, de se faire vacciner, d'avoir un produit dans leur corps, même si les experts sont à peu près unanimes, là, il n'y a à peu près pas d'effets secondaires. Il y a des centaines de millions de doses qui sont données dans le monde, donc ça a été testé. Et, bien, les chiffres aussi sont très, très clairs, là, si vous n'êtes pas vacciné, vous avez beaucoup plus de chance de vous retrouver à l'hôpital, puis même beaucoup plus de chances de mourir de la COVID."
202202011q,2022-02-01,37,"Bon, maintenant, je veux m'adresser aux personnes qui n'ont pas été chercher leur première dose. Je veux d'abord vous dire que je comprends que certaines personnes ne voient pas ça d'un bon oeil, de se faire vacciner, d'avoir un produit dans leur corps, même si les experts sont à peu près unanimes, là, il n'y a à peu près pas d'effets secondaires. Il y a des centaines de millions de doses qui sont données dans le monde, donc ça a été testé. Et, bien, les chiffres aussi sont très, très clairs, là, si vous n'êtes pas vacciné, vous avez beaucoup plus de chance de vous retrouver à l'hôpital, puis même beaucoup plus de chances de mourir de la COVID. Donc, c'est sérieux."
202202011q,2022-02-01,38,"Je veux d'abord vous dire que je comprends que certaines personnes ne voient pas ça d'un bon oeil, de se faire vacciner, d'avoir un produit dans leur corps, même si les experts sont à peu près unanimes, là, il n'y a à peu près pas d'effets secondaires. Il y a des centaines de millions de doses qui sont données dans le monde, donc ça a été testé. Et, bien, les chiffres aussi sont très, très clairs, là, si vous n'êtes pas vacciné, vous avez beaucoup plus de chance de vous retrouver à l'hôpital, puis même beaucoup plus de chances de mourir de la COVID. Donc, c'est sérieux. Et je comprends que dans une société comme la nôtre, la liberté, c'est un élément fondamental de notre société, mais il faut comprendre que la liberté des uns s'arrête là où commence la liberté des autres."
202202011q,2022-02-01,39,"Il y a des centaines de millions de doses qui sont données dans le monde, donc ça a été testé. Et, bien, les chiffres aussi sont très, très clairs, là, si vous n'êtes pas vacciné, vous avez beaucoup plus de chance de vous retrouver à l'hôpital, puis même beaucoup plus de chances de mourir de la COVID. Donc, c'est sérieux. Et je comprends que dans une société comme la nôtre, la liberté, c'est un élément fondamental de notre société, mais il faut comprendre que la liberté des uns s'arrête là où commence la liberté des autres. Et quand une personne se retrouve à l'hôpital avec la COVID, bien, elle prend la place d'un autre patient qui attend pour une chirurgie."
202202011q,2022-02-01,40,"Et, bien, les chiffres aussi sont très, très clairs, là, si vous n'êtes pas vacciné, vous avez beaucoup plus de chance de vous retrouver à l'hôpital, puis même beaucoup plus de chances de mourir de la COVID. Donc, c'est sérieux. Et je comprends que dans une société comme la nôtre, la liberté, c'est un élément fondamental de notre société, mais il faut comprendre que la liberté des uns s'arrête là où commence la liberté des autres. Et quand une personne se retrouve à l'hôpital avec la COVID, bien, elle prend la place d'un autre patient qui attend pour une chirurgie. Donc, il y a une question de solidarité."
202202011q,2022-02-01,41,"Donc, c'est sérieux. Et je comprends que dans une société comme la nôtre, la liberté, c'est un élément fondamental de notre société, mais il faut comprendre que la liberté des uns s'arrête là où commence la liberté des autres. Et quand une personne se retrouve à l'hôpital avec la COVID, bien, elle prend la place d'un autre patient qui attend pour une chirurgie. Donc, il y a une question de solidarité. Ce n'est pas juste une décision qui est personnelle, qui est individuelle, et je veux, aujourd'hui, là, vraiment tendre la main aux non-vaccinés."
202202011q,2022-02-01,42,"Et je comprends que dans une société comme la nôtre, la liberté, c'est un élément fondamental de notre société, mais il faut comprendre que la liberté des uns s'arrête là où commence la liberté des autres. Et quand une personne se retrouve à l'hôpital avec la COVID, bien, elle prend la place d'un autre patient qui attend pour une chirurgie. Donc, il y a une question de solidarité. Ce n'est pas juste une décision qui est personnelle, qui est individuelle, et je veux, aujourd'hui, là, vraiment tendre la main aux non-vaccinés. Bon, d'abord, Lionel Carmant a mis en place une équipe, une belle équipe, qui est en train d'identifier les quartiers dans les différentes régions du Québec où il y a des taux de vaccination plus bas."
202202011q,2022-02-01,43,"Et quand une personne se retrouve à l'hôpital avec la COVID, bien, elle prend la place d'un autre patient qui attend pour une chirurgie. Donc, il y a une question de solidarité. Ce n'est pas juste une décision qui est personnelle, qui est individuelle, et je veux, aujourd'hui, là, vraiment tendre la main aux non-vaccinés. Bon, d'abord, Lionel Carmant a mis en place une équipe, une belle équipe, qui est en train d'identifier les quartiers dans les différentes régions du Québec où il y a des taux de vaccination plus bas. Il va y avoir des équipes, là, qui vont être composées de vaccinateurs, de personnes qui travaillent dans les CLSC, dans les GMF, d'étudiants en médecine, d'organismes communautaires, donc des brigades qui vont aller au-devant de la population."
202202011q,2022-02-01,44,"Donc, il y a une question de solidarité. Ce n'est pas juste une décision qui est personnelle, qui est individuelle, et je veux, aujourd'hui, là, vraiment tendre la main aux non-vaccinés. Bon, d'abord, Lionel Carmant a mis en place une équipe, une belle équipe, qui est en train d'identifier les quartiers dans les différentes régions du Québec où il y a des taux de vaccination plus bas. Il va y avoir des équipes, là, qui vont être composées de vaccinateurs, de personnes qui travaillent dans les CLSC, dans les GMF, d'étudiants en médecine, d'organismes communautaires, donc des brigades qui vont aller au-devant de la population. Ceux qui ont de la difficulté à se déplacer, on va même offrir de vacciner à la maison."
202202011q,2022-02-01,45,"Ce n'est pas juste une décision qui est personnelle, qui est individuelle, et je veux, aujourd'hui, là, vraiment tendre la main aux non-vaccinés. Bon, d'abord, Lionel Carmant a mis en place une équipe, une belle équipe, qui est en train d'identifier les quartiers dans les différentes régions du Québec où il y a des taux de vaccination plus bas. Il va y avoir des équipes, là, qui vont être composées de vaccinateurs, de personnes qui travaillent dans les CLSC, dans les GMF, d'étudiants en médecine, d'organismes communautaires, donc des brigades qui vont aller au-devant de la population. Ceux qui ont de la difficulté à se déplacer, on va même offrir de vacciner à la maison. C'est déjà commencé, là."
202202011q,2022-02-01,46,"Bon, d'abord, Lionel Carmant a mis en place une équipe, une belle équipe, qui est en train d'identifier les quartiers dans les différentes régions du Québec où il y a des taux de vaccination plus bas. Il va y avoir des équipes, là, qui vont être composées de vaccinateurs, de personnes qui travaillent dans les CLSC, dans les GMF, d'étudiants en médecine, d'organismes communautaires, donc des brigades qui vont aller au-devant de la population. Ceux qui ont de la difficulté à se déplacer, on va même offrir de vacciner à la maison. C'est déjà commencé, là. En une semaine, ce travail-là a permis de rejoindre à peu près 20 000 personnes, donc 11 000 qui se sont fait vacciner, puis 9 000 qui ont pris un rendez-vous."
202202011q,2022-02-01,47,"Il va y avoir des équipes, là, qui vont être composées de vaccinateurs, de personnes qui travaillent dans les CLSC, dans les GMF, d'étudiants en médecine, d'organismes communautaires, donc des brigades qui vont aller au-devant de la population. Ceux qui ont de la difficulté à se déplacer, on va même offrir de vacciner à la maison. C'est déjà commencé, là. En une semaine, ce travail-là a permis de rejoindre à peu près 20 000 personnes, donc 11 000 qui se sont fait vacciner, puis 9 000 qui ont pris un rendez-vous. Donc, ça veut dire qu'on est passés de 547 000 à 527 000, puis on espère, dans les prochains jours, les prochaines semaines, voir ce chiffre-là être réduit."
202202011q,2022-02-01,48,"Ceux qui ont de la difficulté à se déplacer, on va même offrir de vacciner à la maison. C'est déjà commencé, là. En une semaine, ce travail-là a permis de rejoindre à peu près 20 000 personnes, donc 11 000 qui se sont fait vacciner, puis 9 000 qui ont pris un rendez-vous. Donc, ça veut dire qu'on est passés de 547 000 à 527 000, puis on espère, dans les prochains jours, les prochaines semaines, voir ce chiffre-là être réduit. Puis, aussi, je veux dire à toutes les personnes qui ont des inquiétudes, qui ont des questions : Vous pouvez en tout temps appeler le 8-1-1, puis il va y avoir quelqu'un qui va répondre à vos inquiétudes, à vos questions."
202202011q,2022-02-01,49,"C'est déjà commencé, là. En une semaine, ce travail-là a permis de rejoindre à peu près 20 000 personnes, donc 11 000 qui se sont fait vacciner, puis 9 000 qui ont pris un rendez-vous. Donc, ça veut dire qu'on est passés de 547 000 à 527 000, puis on espère, dans les prochains jours, les prochaines semaines, voir ce chiffre-là être réduit. Puis, aussi, je veux dire à toutes les personnes qui ont des inquiétudes, qui ont des questions : Vous pouvez en tout temps appeler le 8-1-1, puis il va y avoir quelqu'un qui va répondre à vos inquiétudes, à vos questions. Maintenant, quand on voit ce qui se passe dans notre société, quand on voit ce qui se passe sur nos médias sociaux, bien, moi, j'ai une certaine inquiétude de voir les Québécois divisés."
202202011q,2022-02-01,50,"En une semaine, ce travail-là a permis de rejoindre à peu près 20 000 personnes, donc 11 000 qui se sont fait vacciner, puis 9 000 qui ont pris un rendez-vous. Donc, ça veut dire qu'on est passés de 547 000 à 527 000, puis on espère, dans les prochains jours, les prochaines semaines, voir ce chiffre-là être réduit. Puis, aussi, je veux dire à toutes les personnes qui ont des inquiétudes, qui ont des questions : Vous pouvez en tout temps appeler le 8-1-1, puis il va y avoir quelqu'un qui va répondre à vos inquiétudes, à vos questions. Maintenant, quand on voit ce qui se passe dans notre société, quand on voit ce qui se passe sur nos médias sociaux, bien, moi, j'ai une certaine inquiétude de voir les Québécois divisés. Le peuple québécois a toujours été un peuple qui est tissé serré, qui est solidaire, qui aime ça s'entraider, puis c'est important de protéger ces valeurs-là."
202202011q,2022-02-01,51,"Donc, ça veut dire qu'on est passés de 547 000 à 527 000, puis on espère, dans les prochains jours, les prochaines semaines, voir ce chiffre-là être réduit. Puis, aussi, je veux dire à toutes les personnes qui ont des inquiétudes, qui ont des questions : Vous pouvez en tout temps appeler le 8-1-1, puis il va y avoir quelqu'un qui va répondre à vos inquiétudes, à vos questions. Maintenant, quand on voit ce qui se passe dans notre société, quand on voit ce qui se passe sur nos médias sociaux, bien, moi, j'ai une certaine inquiétude de voir les Québécois divisés. Le peuple québécois a toujours été un peuple qui est tissé serré, qui est solidaire, qui aime ça s'entraider, puis c'est important de protéger ces valeurs-là. Puis mon rôle comme premier ministre, oui, c'est d'assurer la sécurité des Québécois, mais c'est aussi d'assurer une certaine paix sociale, une certaine cohésion sociale."
202202011q,2022-02-01,52,"Puis, aussi, je veux dire à toutes les personnes qui ont des inquiétudes, qui ont des questions : Vous pouvez en tout temps appeler le 8-1-1, puis il va y avoir quelqu'un qui va répondre à vos inquiétudes, à vos questions. Maintenant, quand on voit ce qui se passe dans notre société, quand on voit ce qui se passe sur nos médias sociaux, bien, moi, j'ai une certaine inquiétude de voir les Québécois divisés. Le peuple québécois a toujours été un peuple qui est tissé serré, qui est solidaire, qui aime ça s'entraider, puis c'est important de protéger ces valeurs-là. Puis mon rôle comme premier ministre, oui, c'est d'assurer la sécurité des Québécois, mais c'est aussi d'assurer une certaine paix sociale, une certaine cohésion sociale. Donc, mon rôle, comme premier ministre, c'est de rassembler les Québécois."
