doc_ID,date,sentence_id,context
202202081q,2022-02-08,13,"Je veux en profiter pour féliciter le maire de Québec, Bruno Marchand, la vice-première ministre, Geneviève Guilbault, la police de Québec puis la Sûreté du Québec. Je pense qu'ils ont fait un excellent travail pour que tout se passe bien. Mais, au-delà de la manifestation, je pense qu'il faut quand même constater, là, qu'il y a de plus en plus de Québécois qui trouvent qu'il y a trop de contraintes suite à la COVID. Et je veux juste dire aux Québécois : Je vous comprends d'être tannés de ces contraintes-là. Mais, en même temps, je pense c'est important qu'on se rappelle pourquoi on a mis en place ces mesures-là."
202202081q,2022-02-08,14,"Je pense qu'ils ont fait un excellent travail pour que tout se passe bien. Mais, au-delà de la manifestation, je pense qu'il faut quand même constater, là, qu'il y a de plus en plus de Québécois qui trouvent qu'il y a trop de contraintes suite à la COVID. Et je veux juste dire aux Québécois : Je vous comprends d'être tannés de ces contraintes-là. Mais, en même temps, je pense c'est important qu'on se rappelle pourquoi on a mis en place ces mesures-là. Essentiellement, bien, on a un réseau de la santé qui était fragile même avant la pandémie."
202202081q,2022-02-08,15,"Mais, au-delà de la manifestation, je pense qu'il faut quand même constater, là, qu'il y a de plus en plus de Québécois qui trouvent qu'il y a trop de contraintes suite à la COVID. Et je veux juste dire aux Québécois : Je vous comprends d'être tannés de ces contraintes-là. Mais, en même temps, je pense c'est important qu'on se rappelle pourquoi on a mis en place ces mesures-là. Essentiellement, bien, on a un réseau de la santé qui était fragile même avant la pandémie. Il nous manquait d'infirmières depuis longtemps, même avant la pandémie."
202202081q,2022-02-08,16,"Et je veux juste dire aux Québécois : Je vous comprends d'être tannés de ces contraintes-là. Mais, en même temps, je pense c'est important qu'on se rappelle pourquoi on a mis en place ces mesures-là. Essentiellement, bien, on a un réseau de la santé qui était fragile même avant la pandémie. Il nous manquait d'infirmières depuis longtemps, même avant la pandémie. Puis évidemment, bien, oui, on peut faire des efforts pour recruter plus d'infirmières, en convaincre de passer à temps plein, de sortir de leur retraite, on a mis des incitatifs aussi pour que des étudiants choisissent les sciences infirmières, mais il reste qu'on ne peut pas, du jour au lendemain, faire apparaître, là, des infirmières."
202202081q,2022-02-08,17,"Mais, en même temps, je pense c'est important qu'on se rappelle pourquoi on a mis en place ces mesures-là. Essentiellement, bien, on a un réseau de la santé qui était fragile même avant la pandémie. Il nous manquait d'infirmières depuis longtemps, même avant la pandémie. Puis évidemment, bien, oui, on peut faire des efforts pour recruter plus d'infirmières, en convaincre de passer à temps plein, de sortir de leur retraite, on a mis des incitatifs aussi pour que des étudiants choisissent les sciences infirmières, mais il reste qu'on ne peut pas, du jour au lendemain, faire apparaître, là, des infirmières. Puis, bien, c'est assez simple à comprendre, c'est de dire, déjà, on avait un réseau qui était fragile, où il nous manquait d'infirmières."
202202081q,2022-02-08,18,"Essentiellement, bien, on a un réseau de la santé qui était fragile même avant la pandémie. Il nous manquait d'infirmières depuis longtemps, même avant la pandémie. Puis évidemment, bien, oui, on peut faire des efforts pour recruter plus d'infirmières, en convaincre de passer à temps plein, de sortir de leur retraite, on a mis des incitatifs aussi pour que des étudiants choisissent les sciences infirmières, mais il reste qu'on ne peut pas, du jour au lendemain, faire apparaître, là, des infirmières. Puis, bien, c'est assez simple à comprendre, c'est de dire, déjà, on avait un réseau qui était fragile, où il nous manquait d'infirmières. Puis, depuis que je suis arrivé, on a affiché beaucoup de postes, mais malheureusement, souvent, les postes restent non comblés parce qu'il n'y a pas assez d'infirmières formées de disponibles."
202202081q,2022-02-08,19,"Il nous manquait d'infirmières depuis longtemps, même avant la pandémie. Puis évidemment, bien, oui, on peut faire des efforts pour recruter plus d'infirmières, en convaincre de passer à temps plein, de sortir de leur retraite, on a mis des incitatifs aussi pour que des étudiants choisissent les sciences infirmières, mais il reste qu'on ne peut pas, du jour au lendemain, faire apparaître, là, des infirmières. Puis, bien, c'est assez simple à comprendre, c'est de dire, déjà, on avait un réseau qui était fragile, où il nous manquait d'infirmières. Puis, depuis que je suis arrivé, on a affiché beaucoup de postes, mais malheureusement, souvent, les postes restent non comblés parce qu'il n'y a pas assez d'infirmières formées de disponibles. Donc, quand on a ajouté la COVID, quand on a ajouté des patients COVID aux patients réguliers, bien, ça a fait que les hôpitaux se sont engorgés."
202202081q,2022-02-08,20,"Puis évidemment, bien, oui, on peut faire des efforts pour recruter plus d'infirmières, en convaincre de passer à temps plein, de sortir de leur retraite, on a mis des incitatifs aussi pour que des étudiants choisissent les sciences infirmières, mais il reste qu'on ne peut pas, du jour au lendemain, faire apparaître, là, des infirmières. Puis, bien, c'est assez simple à comprendre, c'est de dire, déjà, on avait un réseau qui était fragile, où il nous manquait d'infirmières. Puis, depuis que je suis arrivé, on a affiché beaucoup de postes, mais malheureusement, souvent, les postes restent non comblés parce qu'il n'y a pas assez d'infirmières formées de disponibles. Donc, quand on a ajouté la COVID, quand on a ajouté des patients COVID aux patients réguliers, bien, ça a fait que les hôpitaux se sont engorgés. Puis c'est ça qu'on a vu plus que jamais depuis le début de la pandémie, dans le dernier mois, avec le variant Omicron, qui était hypercontagieux."
202202081q,2022-02-08,21,"Puis, bien, c'est assez simple à comprendre, c'est de dire, déjà, on avait un réseau qui était fragile, où il nous manquait d'infirmières. Puis, depuis que je suis arrivé, on a affiché beaucoup de postes, mais malheureusement, souvent, les postes restent non comblés parce qu'il n'y a pas assez d'infirmières formées de disponibles. Donc, quand on a ajouté la COVID, quand on a ajouté des patients COVID aux patients réguliers, bien, ça a fait que les hôpitaux se sont engorgés. Puis c'est ça qu'on a vu plus que jamais depuis le début de la pandémie, dans le dernier mois, avec le variant Omicron, qui était hypercontagieux. Donc, c'est important de se le dire, là, on a beau être contre les contraintes, mais je veux juste qu'on comprenne qu'on avait le choix entre mettre des contraintes ou ne pas être capable de soigner tous les Québécois, que ça soit des patients réguliers ou des patients COVID."
202202081q,2022-02-08,22,"Puis, depuis que je suis arrivé, on a affiché beaucoup de postes, mais malheureusement, souvent, les postes restent non comblés parce qu'il n'y a pas assez d'infirmières formées de disponibles. Donc, quand on a ajouté la COVID, quand on a ajouté des patients COVID aux patients réguliers, bien, ça a fait que les hôpitaux se sont engorgés. Puis c'est ça qu'on a vu plus que jamais depuis le début de la pandémie, dans le dernier mois, avec le variant Omicron, qui était hypercontagieux. Donc, c'est important de se le dire, là, on a beau être contre les contraintes, mais je veux juste qu'on comprenne qu'on avait le choix entre mettre des contraintes ou ne pas être capable de soigner tous les Québécois, que ça soit des patients réguliers ou des patients COVID. Et donc il faut comprendre la raison pourquoi on met des contraintes : c'est pour réduire les contacts."
202202081q,2022-02-08,23,"Donc, quand on a ajouté la COVID, quand on a ajouté des patients COVID aux patients réguliers, bien, ça a fait que les hôpitaux se sont engorgés. Puis c'est ça qu'on a vu plus que jamais depuis le début de la pandémie, dans le dernier mois, avec le variant Omicron, qui était hypercontagieux. Donc, c'est important de se le dire, là, on a beau être contre les contraintes, mais je veux juste qu'on comprenne qu'on avait le choix entre mettre des contraintes ou ne pas être capable de soigner tous les Québécois, que ça soit des patients réguliers ou des patients COVID. Et donc il faut comprendre la raison pourquoi on met des contraintes : c'est pour réduire les contacts. En réduisant les contacts entre les personnes, on réduit la contagion puis on réduit les hospitalisations."
202202081q,2022-02-08,24,"Puis c'est ça qu'on a vu plus que jamais depuis le début de la pandémie, dans le dernier mois, avec le variant Omicron, qui était hypercontagieux. Donc, c'est important de se le dire, là, on a beau être contre les contraintes, mais je veux juste qu'on comprenne qu'on avait le choix entre mettre des contraintes ou ne pas être capable de soigner tous les Québécois, que ça soit des patients réguliers ou des patients COVID. Et donc il faut comprendre la raison pourquoi on met des contraintes : c'est pour réduire les contacts. En réduisant les contacts entre les personnes, on réduit la contagion puis on réduit les hospitalisations. Donc, ce n'est pas par plaisir qu'on a mis des contraintes, c'est pour être responsable puis s'assurer, tous les Québécois, qu'on soit capable de continuer à les soigner."
202202081q,2022-02-08,25,"Donc, c'est important de se le dire, là, on a beau être contre les contraintes, mais je veux juste qu'on comprenne qu'on avait le choix entre mettre des contraintes ou ne pas être capable de soigner tous les Québécois, que ça soit des patients réguliers ou des patients COVID. Et donc il faut comprendre la raison pourquoi on met des contraintes : c'est pour réduire les contacts. En réduisant les contacts entre les personnes, on réduit la contagion puis on réduit les hospitalisations. Donc, ce n'est pas par plaisir qu'on a mis des contraintes, c'est pour être responsable puis s'assurer, tous les Québécois, qu'on soit capable de continuer à les soigner. Maintenant, à chaque semaine, surtout le lundi soir, on passe beaucoup de temps avec les gens de la Santé et de la Santé publique."
202202081q,2022-02-08,26,"Et donc il faut comprendre la raison pourquoi on met des contraintes : c'est pour réduire les contacts. En réduisant les contacts entre les personnes, on réduit la contagion puis on réduit les hospitalisations. Donc, ce n'est pas par plaisir qu'on a mis des contraintes, c'est pour être responsable puis s'assurer, tous les Québécois, qu'on soit capable de continuer à les soigner. Maintenant, à chaque semaine, surtout le lundi soir, on passe beaucoup de temps avec les gens de la Santé et de la Santé publique. Ça fait déjà un bout de temps qu'on aurait souhaité, comme le demandent beaucoup de personnes, avoir un plan et puis un horaire, là, du déconfinement, qu'est-ce qui s'en vient dans les prochaines semaines."
202202081q,2022-02-08,27,"En réduisant les contacts entre les personnes, on réduit la contagion puis on réduit les hospitalisations. Donc, ce n'est pas par plaisir qu'on a mis des contraintes, c'est pour être responsable puis s'assurer, tous les Québécois, qu'on soit capable de continuer à les soigner. Maintenant, à chaque semaine, surtout le lundi soir, on passe beaucoup de temps avec les gens de la Santé et de la Santé publique. Ça fait déjà un bout de temps qu'on aurait souhaité, comme le demandent beaucoup de personnes, avoir un plan et puis un horaire, là, du déconfinement, qu'est-ce qui s'en vient dans les prochaines semaines. Mais, pour l'instant, jusqu'à la semaine dernière, il y avait trop d'incertitudes sur où on s'en allait dans les prochaines semaines."
202202081q,2022-02-08,28,"Donc, ce n'est pas par plaisir qu'on a mis des contraintes, c'est pour être responsable puis s'assurer, tous les Québécois, qu'on soit capable de continuer à les soigner. Maintenant, à chaque semaine, surtout le lundi soir, on passe beaucoup de temps avec les gens de la Santé et de la Santé publique. Ça fait déjà un bout de temps qu'on aurait souhaité, comme le demandent beaucoup de personnes, avoir un plan et puis un horaire, là, du déconfinement, qu'est-ce qui s'en vient dans les prochaines semaines. Mais, pour l'instant, jusqu'à la semaine dernière, il y avait trop d'incertitudes sur où on s'en allait dans les prochaines semaines. Puis, selon la Santé publique, puis, je pense, avec raison, le risque était trop grand, si on assouplissait trop, que les hôpitaux débordent puis qu'on ne soit plus capable de soigner les gens."
202202081q,2022-02-08,29,"Maintenant, à chaque semaine, surtout le lundi soir, on passe beaucoup de temps avec les gens de la Santé et de la Santé publique. Ça fait déjà un bout de temps qu'on aurait souhaité, comme le demandent beaucoup de personnes, avoir un plan et puis un horaire, là, du déconfinement, qu'est-ce qui s'en vient dans les prochaines semaines. Mais, pour l'instant, jusqu'à la semaine dernière, il y avait trop d'incertitudes sur où on s'en allait dans les prochaines semaines. Puis, selon la Santé publique, puis, je pense, avec raison, le risque était trop grand, si on assouplissait trop, que les hôpitaux débordent puis qu'on ne soit plus capable de soigner les gens. Donc, c'est ça, le dilemme qu'on a. Par contre, quand on regarde la situation des dernières semaines, bien, on a vu une baisse des hospitalisations."
202202081q,2022-02-08,30,"Ça fait déjà un bout de temps qu'on aurait souhaité, comme le demandent beaucoup de personnes, avoir un plan et puis un horaire, là, du déconfinement, qu'est-ce qui s'en vient dans les prochaines semaines. Mais, pour l'instant, jusqu'à la semaine dernière, il y avait trop d'incertitudes sur où on s'en allait dans les prochaines semaines. Puis, selon la Santé publique, puis, je pense, avec raison, le risque était trop grand, si on assouplissait trop, que les hôpitaux débordent puis qu'on ne soit plus capable de soigner les gens. Donc, c'est ça, le dilemme qu'on a. Par contre, quand on regarde la situation des dernières semaines, bien, on a vu une baisse des hospitalisations. Au début, c'était une baisse assez rapide."
202202081q,2022-02-08,31,"Mais, pour l'instant, jusqu'à la semaine dernière, il y avait trop d'incertitudes sur où on s'en allait dans les prochaines semaines. Puis, selon la Santé publique, puis, je pense, avec raison, le risque était trop grand, si on assouplissait trop, que les hôpitaux débordent puis qu'on ne soit plus capable de soigner les gens. Donc, c'est ça, le dilemme qu'on a. Par contre, quand on regarde la situation des dernières semaines, bien, on a vu une baisse des hospitalisations. Au début, c'était une baisse assez rapide. Mais il ne faut pas oublier, là, on a accepté d'ouvrir les écoles, on a accepté d'annoncer certains assouplissements, puis, comme on s'y attendait, ça a fait augmenter ou ça a ralenti la baisse des hospitalisations."
202202081q,2022-02-08,32,"Puis, selon la Santé publique, puis, je pense, avec raison, le risque était trop grand, si on assouplissait trop, que les hôpitaux débordent puis qu'on ne soit plus capable de soigner les gens. Donc, c'est ça, le dilemme qu'on a. Par contre, quand on regarde la situation des dernières semaines, bien, on a vu une baisse des hospitalisations. Au début, c'était une baisse assez rapide. Mais il ne faut pas oublier, là, on a accepté d'ouvrir les écoles, on a accepté d'annoncer certains assouplissements, puis, comme on s'y attendait, ça a fait augmenter ou ça a ralenti la baisse des hospitalisations. Puis même les experts nous disaient, hier soir, que ce n'est pas impossible, dans les prochains jours, les prochaines semaines, avec les assouplissements qu'on annonce, qu'il va y avoir une augmentation des hospitalisations."
202202081q,2022-02-08,33,"Donc, c'est ça, le dilemme qu'on a. Par contre, quand on regarde la situation des dernières semaines, bien, on a vu une baisse des hospitalisations. Au début, c'était une baisse assez rapide. Mais il ne faut pas oublier, là, on a accepté d'ouvrir les écoles, on a accepté d'annoncer certains assouplissements, puis, comme on s'y attendait, ça a fait augmenter ou ça a ralenti la baisse des hospitalisations. Puis même les experts nous disaient, hier soir, que ce n'est pas impossible, dans les prochains jours, les prochaines semaines, avec les assouplissements qu'on annonce, qu'il va y avoir une augmentation des hospitalisations. Donc, il faut vraiment gérer ça."
202202081q,2022-02-08,34,"Au début, c'était une baisse assez rapide. Mais il ne faut pas oublier, là, on a accepté d'ouvrir les écoles, on a accepté d'annoncer certains assouplissements, puis, comme on s'y attendait, ça a fait augmenter ou ça a ralenti la baisse des hospitalisations. Puis même les experts nous disaient, hier soir, que ce n'est pas impossible, dans les prochains jours, les prochaines semaines, avec les assouplissements qu'on annonce, qu'il va y avoir une augmentation des hospitalisations. Donc, il faut vraiment gérer ça. Puis, bon, ce dont on a tenu compte."
202202081q,2022-02-08,35,"Mais il ne faut pas oublier, là, on a accepté d'ouvrir les écoles, on a accepté d'annoncer certains assouplissements, puis, comme on s'y attendait, ça a fait augmenter ou ça a ralenti la baisse des hospitalisations. Puis même les experts nous disaient, hier soir, que ce n'est pas impossible, dans les prochains jours, les prochaines semaines, avec les assouplissements qu'on annonce, qu'il va y avoir une augmentation des hospitalisations. Donc, il faut vraiment gérer ça. Puis, bon, ce dont on a tenu compte. Bon, d'abord, la grande différence, plus on avance, c'est la vaccination."
202202081q,2022-02-08,36,"Puis même les experts nous disaient, hier soir, que ce n'est pas impossible, dans les prochains jours, les prochaines semaines, avec les assouplissements qu'on annonce, qu'il va y avoir une augmentation des hospitalisations. Donc, il faut vraiment gérer ça. Puis, bon, ce dont on a tenu compte. Bon, d'abord, la grande différence, plus on avance, c'est la vaccination. On est rendu, chez les adultes, à 63 % des Québécois adultes qui sont vaccinés."
202202081q,2022-02-08,37,"Donc, il faut vraiment gérer ça. Puis, bon, ce dont on a tenu compte. Bon, d'abord, la grande différence, plus on avance, c'est la vaccination. On est rendu, chez les adultes, à 63 % des Québécois adultes qui sont vaccinés. Plus — puis Dr Boileau pourra vous en parler — bien, tous ceux, là, qu'on essaie d'évaluer, qui ont eu la COVID, bien, c'est comme s'ils avaient eu une dose additionnelle."
202202081q,2022-02-08,38,"Puis, bon, ce dont on a tenu compte. Bon, d'abord, la grande différence, plus on avance, c'est la vaccination. On est rendu, chez les adultes, à 63 % des Québécois adultes qui sont vaccinés. Plus — puis Dr Boileau pourra vous en parler — bien, tous ceux, là, qu'on essaie d'évaluer, qui ont eu la COVID, bien, c'est comme s'ils avaient eu une dose additionnelle. Donc, quand même, de ce côté-là, ça fait tout un changement."
202202081q,2022-02-08,39,"Bon, d'abord, la grande différence, plus on avance, c'est la vaccination. On est rendu, chez les adultes, à 63 % des Québécois adultes qui sont vaccinés. Plus — puis Dr Boileau pourra vous en parler — bien, tous ceux, là, qu'on essaie d'évaluer, qui ont eu la COVID, bien, c'est comme s'ils avaient eu une dose additionnelle. Donc, quand même, de ce côté-là, ça fait tout un changement. L'autre marge de manoeuvre qu'on voit, c'est que, depuis trois semaines, on est passé, quand même, de 3 400 hospitalisations à 2 400 hospitalisations."
202202081q,2022-02-08,40,"On est rendu, chez les adultes, à 63 % des Québécois adultes qui sont vaccinés. Plus — puis Dr Boileau pourra vous en parler — bien, tous ceux, là, qu'on essaie d'évaluer, qui ont eu la COVID, bien, c'est comme s'ils avaient eu une dose additionnelle. Donc, quand même, de ce côté-là, ça fait tout un changement. L'autre marge de manoeuvre qu'on voit, c'est que, depuis trois semaines, on est passé, quand même, de 3 400 hospitalisations à 2 400 hospitalisations. Donc, il y a une marge de manoeuvre."
202202081q,2022-02-08,41,"Plus — puis Dr Boileau pourra vous en parler — bien, tous ceux, là, qu'on essaie d'évaluer, qui ont eu la COVID, bien, c'est comme s'ils avaient eu une dose additionnelle. Donc, quand même, de ce côté-là, ça fait tout un changement. L'autre marge de manoeuvre qu'on voit, c'est que, depuis trois semaines, on est passé, quand même, de 3 400 hospitalisations à 2 400 hospitalisations. Donc, il y a une marge de manoeuvre. Et puis on en a discuté aussi avec ceux, au ministère de la Santé, qui sont responsables des hôpitaux, parce qu'on veut que tout le monde soit bien conscient, si on annonce d'autres assouplissements, qu'on soit capable de continuer à soigner tous les Québécois, là, qui ont besoin d'être soignés."
202202081q,2022-02-08,42,"Donc, quand même, de ce côté-là, ça fait tout un changement. L'autre marge de manoeuvre qu'on voit, c'est que, depuis trois semaines, on est passé, quand même, de 3 400 hospitalisations à 2 400 hospitalisations. Donc, il y a une marge de manoeuvre. Et puis on en a discuté aussi avec ceux, au ministère de la Santé, qui sont responsables des hôpitaux, parce qu'on veut que tout le monde soit bien conscient, si on annonce d'autres assouplissements, qu'on soit capable de continuer à soigner tous les Québécois, là, qui ont besoin d'être soignés. Puis il faut toujours garder en tête aussi qu'on a un rattrapage à faire sur les chirurgies."
202202081q,2022-02-08,43,"L'autre marge de manoeuvre qu'on voit, c'est que, depuis trois semaines, on est passé, quand même, de 3 400 hospitalisations à 2 400 hospitalisations. Donc, il y a une marge de manoeuvre. Et puis on en a discuté aussi avec ceux, au ministère de la Santé, qui sont responsables des hôpitaux, parce qu'on veut que tout le monde soit bien conscient, si on annonce d'autres assouplissements, qu'on soit capable de continuer à soigner tous les Québécois, là, qui ont besoin d'être soignés. Puis il faut toujours garder en tête aussi qu'on a un rattrapage à faire sur les chirurgies. Tu sais, oui, il y a des chirurgies qui peuvent être reportées, mais, à un moment donné, il va falloir le faire, le rattrapage."
202202081q,2022-02-08,44,"Donc, il y a une marge de manoeuvre. Et puis on en a discuté aussi avec ceux, au ministère de la Santé, qui sont responsables des hôpitaux, parce qu'on veut que tout le monde soit bien conscient, si on annonce d'autres assouplissements, qu'on soit capable de continuer à soigner tous les Québécois, là, qui ont besoin d'être soignés. Puis il faut toujours garder en tête aussi qu'on a un rattrapage à faire sur les chirurgies. Tu sais, oui, il y a des chirurgies qui peuvent être reportées, mais, à un moment donné, il va falloir le faire, le rattrapage. Donc, quand on regarde tout ça, l'équipe de la Santé et l'équipe de la Santé publique pensent que c'est un risque calculé, aujourd'hui, de vous annoncer un plan de déconfinement."
202202081q,2022-02-08,45,"Et puis on en a discuté aussi avec ceux, au ministère de la Santé, qui sont responsables des hôpitaux, parce qu'on veut que tout le monde soit bien conscient, si on annonce d'autres assouplissements, qu'on soit capable de continuer à soigner tous les Québécois, là, qui ont besoin d'être soignés. Puis il faut toujours garder en tête aussi qu'on a un rattrapage à faire sur les chirurgies. Tu sais, oui, il y a des chirurgies qui peuvent être reportées, mais, à un moment donné, il va falloir le faire, le rattrapage. Donc, quand on regarde tout ça, l'équipe de la Santé et l'équipe de la Santé publique pensent que c'est un risque calculé, aujourd'hui, de vous annoncer un plan de déconfinement. Donc, je pense qu'on franchit une étape importante."
202202081q,2022-02-08,46,"Puis il faut toujours garder en tête aussi qu'on a un rattrapage à faire sur les chirurgies. Tu sais, oui, il y a des chirurgies qui peuvent être reportées, mais, à un moment donné, il va falloir le faire, le rattrapage. Donc, quand on regarde tout ça, l'équipe de la Santé et l'équipe de la Santé publique pensent que c'est un risque calculé, aujourd'hui, de vous annoncer un plan de déconfinement. Donc, je pense qu'on franchit une étape importante. Il y en a plusieurs qui vont dire : Enfin!"
202202081q,2022-02-08,47,"Tu sais, oui, il y a des chirurgies qui peuvent être reportées, mais, à un moment donné, il va falloir le faire, le rattrapage. Donc, quand on regarde tout ça, l'équipe de la Santé et l'équipe de la Santé publique pensent que c'est un risque calculé, aujourd'hui, de vous annoncer un plan de déconfinement. Donc, je pense qu'on franchit une étape importante. Il y en a plusieurs qui vont dire : Enfin! Mais je veux évidemment en profiter pour remercier les Québécois."
202202081q,2022-02-08,48,"Donc, quand on regarde tout ça, l'équipe de la Santé et l'équipe de la Santé publique pensent que c'est un risque calculé, aujourd'hui, de vous annoncer un plan de déconfinement. Donc, je pense qu'on franchit une étape importante. Il y en a plusieurs qui vont dire : Enfin! Mais je veux évidemment en profiter pour remercier les Québécois. Entre autres, merci pour votre patience."
202202081q,2022-02-08,49,"Donc, je pense qu'on franchit une étape importante. Il y en a plusieurs qui vont dire : Enfin! Mais je veux évidemment en profiter pour remercier les Québécois. Entre autres, merci pour votre patience. Je pense que l'objectif, comme je le disais, c'était de s'assurer qu'on soit capable de continuer à soigner tous les Québécois."
202202081q,2022-02-08,50,"Il y en a plusieurs qui vont dire : Enfin! Mais je veux évidemment en profiter pour remercier les Québécois. Entre autres, merci pour votre patience. Je pense que l'objectif, comme je le disais, c'était de s'assurer qu'on soit capable de continuer à soigner tous les Québécois. Bien, on a réussi même si ça a été serré."
202202081q,2022-02-08,51,"Mais je veux évidemment en profiter pour remercier les Québécois. Entre autres, merci pour votre patience. Je pense que l'objectif, comme je le disais, c'était de s'assurer qu'on soit capable de continuer à soigner tous les Québécois. Bien, on a réussi même si ça a été serré. Puis là on a une petite marge de manoeuvre, donc on vous annonce un plan de déconfinement."
